Data,TempMax,Temp Min,Avg,Td Avg(C),Wilgotność (%),Wiatr kierunek,Wiatr prędkość,Wiatr porywy,Ciśnieni(Hp),opad(mm),snow(cm)
03.04.2020,10.6,0.2,5.30,-3,55.6,WSW,13.2,50.4,1007.5,0,0
02.04.2020,7.9,-0.3,4.40,-6.1,47.2,WSW,12,43.2,1013.9,0,0
01.04.2020,6.8,-3.2,1.30,-7.1,56.3,W,14.4,46.8,1023.4,0,0
31.03.2020,5.1,-5.1,-0.70,-4.2,78.9,WNW,8,46.8,1024.2,0.3,0
30.03.2020,13.8,-3.6,2.00,-6,59.5,NW,24.5,57.6,1019.7,0,0
29.03.2020,17.4,0.1,8.60,-3.6,47,NW,6.3,0,1012.4,0,0
28.03.2020,16.9,3.4,9.50,-6.1,34.6,E,11.3,0,1021.5,0,0
27.03.2020,14.5,1.1,7.20,-7.8,34.9,E,19.1,43.2,1029.2,0,0
26.03.2020,11.5,-1.4,3.80,-10.2,37,E,18.3,39.6,1034.4,0,0
25.03.2020,7.4,-4.1,1.60,-11.1,39.9,E,12,36,1038.8,0,0
24.03.2020,4.7,-4.2,0.20,-12.2,40.4,ENE,12.5,39.6,1039.9,0,0
23.03.2020,3.7,-4.3,0.00,-12.3,40.4,NNE,20.9,46.8,1037.5,0,0
22.03.2020,6.3,-2.3,0.80,-8.1,52.9,N,21.2,46.8,1029.8,0,0
21.03.2020,9.9,2.4,6.00,-1.4,60.7,N,16.4,43.2,1024.1,0,0
20.03.2020,14.1,3.4,8.80,2,64.6,N,11,0,1024.6,0,0
19.03.2020,17.1,2.9,10.70,3.1,61.9,WSW,7.2,0,1023.7,0,0
18.03.2020,16.8,0.6,9.00,3.1,68.6,WSW,6.8,0,1027.6,0,0
17.03.2020,12.3,-1.7,7.20,-1.9,55.7,WSW,7.8,32.4,1024.3,0,0
16.03.2020,10.5,-5.1,2.70,-9.9,40.5,SSE,11.1,32.4,1025.8,0,0
15.03.2020,5.5,-7.9,-1.10,-9.3,57,NW,10.8,54,1028.9,0,0
14.03.2020,9.5,0.6,4.30,-0.8,71.6,W,22.1,82.9,1013.3,1.6,0
13.03.2020,16.1,0.7,7.20,0,61.8,WSW,17.9,68.4,1007.6,2,0
12.03.2020,15.1,1.4,8.30,2.8,70.1,SW,15,61.2,1008,0,0
11.03.2020,11.6,5.8,8.50,3.6,72.2,SW,15,61.2,1004.2,4.5,0
10.03.2020,9.8,0.1,6.00,1.7,75.4,SSE,7.8,0,1013.4,0,0
09.03.2020,9.2,-0.6,3.90,0.2,77.9,SE,7.7,0,1017.1,0,0
08.03.2020,10.1,4.1,5.20,2.9,86.3,W,13.7,0,1015.1,0.1,0
07.03.2020,9.5,1.8,5.80,2.9,82.3,SE,12.5,0,1003.1,0.3,0
06.03.2020,9,-0.8,4.10,-1.8,67.4,ESE,14.6,43.2,1004.4,0,0
05.03.2020,8.7,-2.4,4.20,-0.1,74.9,WSW,7.8,0,1010.2,0,0
04.03.2020,10.8,3.2,7.40,3.9,79.4,WSW,12.5,39.6,1004.2,0.2,0
03.03.2020,9.4,0.3,4.90,3.6,91.6,SE,10.2,0,998.7,1,0
02.03.2020,11.8,1.5,6.10,2.1,78.5,SE,10.7,0,1000.3,3,0
01.03.2020,10.5,-0.4,6.50,0,63.7,SSE,12.3,43.2,1002.2,0.1,0
29.02.2020,7.7,-3,2.60,-1.2,76.9,SW,12.3,36,1011.7,0.2,0
28.02.2020,3.7,-3.8,0.10,-2.4,84.6,WSW,8,0,1003.9,0,0
27.02.2020,7.9,0.4,3.20,0.7,85,WSW,13.8,46.8,997.4,2,0
26.02.2020,12.1,2.2,7.10,4.4,84.8,SSW,8.1,46.8,994.6,1.1,0
25.02.2020,11.5,1.2,4.20,2.3,87.2,SSW,10.5,39.6,1006.5,1.6,0
24.02.2020,7.9,1.1,3.90,1.8,87.5,W,20.3,57.6,1005.3,8.6,0
23.02.2020,11.1,0.2,7.70,0.6,61.6,WSW,21,75.6,1011.5,0.3,0
22.02.2020,7.3,0,3.20,0.1,80.4,SW,12.2,46.8,1022.4,1,0
21.02.2020,5.8,-0.1,2.40,-0.9,79.5,SSE,9.9,50.4,1017.1,2,0
20.02.2020,9.5,1.8,4.80,1.3,80.3,WSW,13.2,32.4,1016.4,2,0
19.02.2020,9.2,1.8,4.40,0,74,SW,11.4,64.8,1017.4,0.6,0
18.02.2020,14.3,6.4,8.60,2.8,68.8,WSW,12.3,43.2,1015.5,0.9,0
17.02.2020,14.1,2.1,10.60,0.4,49.3,S,15.5,50.4,1012.7,0,0
16.02.2020,9.9,-0.6,2.50,-0.7,79.3,SSE,11.9,32.4,1023.2,0,0
15.02.2020,2.9,-0.9,0.80,0,94.3,W,6.8,0,1024.2,0,0
14.02.2020,6.1,0.3,1.60,-2.5,75.9,SE,9.5,32.4,1012.4,2.3,0
13.02.2020,4.9,2.1,3.40,-2.2,67.3,WSW,21.9,54,1010.3,0.2,0
12.02.2020,5.7,2.2,3.80,-1.7,67.9,WSW,24.3,57.6,999.6,0.9,0
11.02.2020,10.4,2.3,4.70,1,77.8,WSW,20.4,61.2,992.2,5.8,0
10.02.2020,10,-3.2,5.40,-0.9,64.4,SSE,16.4,50.4,1002.8,3.4,0
09.02.2020,6.6,-3.9,1.00,-5.6,63.9,S,6.2,0,1025,0,0
08.02.2020,5.1,-3.9,-0.80,-7.1,64,W,6.3,0,1030.5,0,0
07.02.2020,4.8,-2.2,1.70,-1.4,81.1,NW,17.9,0,1023.9,0.9,0
06.02.2020,2.3,-1.2,0.20,-3.5,77.4,W,17.7,43.2,1024,0,0
05.02.2020,6.1,-0.6,2.40,-1.1,80.1,NNW,20.9,43.2,1009.6,2.5,0
04.02.2020,6.2,1.6,4.70,2.4,85.8,W,10.2,0,1002.2,1.2,0
03.02.2020,8.7,2.5,4.80,2,82.9,W,16.7,54,1003.5,0.5,0
02.02.2020,11.7,6.3,9.50,5.8,78.9,WSW,16.5,50.4,1001,4,0
01.02.2020,11.1,3.2,7.80,6.2,89,WSW,15.6,50.4,1004.2,0.7,0
31.01.2020,8.5,2.3,4.40,2.9,89.6,SW,14.6,46.8,1001.7,7.4,0
30.01.2020,5.1,0.4,2.50,0.8,87.7,WSW,17.4,43.2,1004.5,7,0
29.01.2020,4.3,0.2,2.70,0.2,84.6,S,10.5,32.4,997.8,4.5,0
28.01.2020,5.6,-2.2,1.40,-0.8,86.3,SE,7.5,0,1008.2,0.5,0
27.01.2020,4.1,-2.3,-0.60,-2.1,89.2,SSW,5.7,0,1017.7,0,0
26.01.2020,1.1,-0.3,0.40,-0.4,95,WSW,9,0,1021.7,0.1,0
25.01.2020,3.8,-1.1,1.20,-1.9,80.8,WSW,14.4,36,1019.5,0,0
24.01.2020,3.1,-0.9,1.00,-2,80.4,WSW,14,0,1026.3,0,0
23.01.2020,5.5,-1,1.70,-0.7,84.8,W,17.6,64.8,1028.8,0.4,0
22.01.2020,6.2,-0.1,2.70,-0.8,79.2,W,24.2,54,1027.5,0,0
21.01.2020,6.1,-0.2,1.90,-1.6,77.9,WSW,18.8,50.4,1040.3,0,0
20.01.2020,5.9,0.1,2.10,-0.2,86.2,W,9,0,1039.7,0,0
19.01.2020,5.9,0.5,3.80,2.4,90.6,W,7.1,0,1026.2,0,0
18.01.2020,5.2,-3.3,1.20,0,90.6,SE,12.3,39.6,1023.7,0,0
17.01.2020,7.5,-4.6,0.10,-1.6,90.7,SE,7.5,32.4,1031.7,0,0
16.01.2020,9.9,1.9,5.50,-0.6,65.9,SW,9.8,25.2,1023.9,0,0
15.01.2020,9.7,1.4,3.60,-1.2,71.6,SSE,10.4,0,1019.8,0,0
14.01.2020,6.1,1.4,4.10,1.7,85.2,S,7.8,0,1020.6,0.4,0
13.01.2020,5.9,2,3.90,0.7,79.9,SW,10.4,28.8,1020.4,0,0
12.01.2020,6.6,2.6,3.90,0.4,77.8,WSW,10.7,28.8,1027.7,0,0
11.01.2020,9.1,5,7.40,5,85.3,W,19.5,39.6,1018.6,0.4,0
10.01.2020,7.9,5.5,6.20,5.7,96.2,S,7.7,0,1016,4.5,0
09.01.2020,6.6,1.7,5.20,3.7,90.3,SW,8.4,25.2,1022.7,0.9,0
08.01.2020,5.5,0,1.50,-1.5,80.2,S,5.3,72,1027.3,0,0
07.01.2020,2.2,-0.9,1.20,-1.2,84.7,S,4.1,0,1026,0,0
06.01.2020,2.7,-3.7,-0.70,-3,85.6,WSW,6.9,43.2,1031.2,0,0
05.01.2020,4.5,-0.2,2.00,-1.4,78.8,W,23.4,54,1017,2,0
04.01.2020,5.3,-1.1,3.50,1,83.5,WSW,11.9,46.8,1014.8,1,0
03.01.2020,3.1,-4.7,-0.30,-5.7,68.1,WSW,7.2,21.6,1023.7,0,0
02.01.2020,1.8,-0.5,1.20,-1.3,83.8,W,16.7,39.6,1029.2,0,0
01.01.2020,5.8,0.8,3.80,0.5,80.6,W,23,54,1022.5,1,0
31.12.2019,6.6,-0.3,4.30,-7,44.1,WSW,13.4,50.4,1022.6,0,0
30.12.2019,-0.3,-3.9,-1.50,-5.6,73.9,WSW,6.8,0,1037.6,0,0
29.12.2019,0.1,-1.7,-0.60,-5.2,71.6,NNW,19.2,46.8,1036,0,0
28.12.2019,2.4,-0.7,1.30,-0.9,85.5,NW,21.5,50.4,1025.2,0.8,0
27.12.2019,4.8,1.9,3.40,1.9,90,W,15.8,0,1018.8,0.1,0
26.12.2019,5.2,3.4,4.10,2.9,91.5,WNW,10.1,0,1013.5,0,0
25.12.2019,5.8,3.6,4.90,3.6,92.1,W,13.2,0,1008.9,1.6,0
24.12.2019,6,4.7,5.60,5,96.2,WNW,16.7,0,1001.4,22.2,0
23.12.2019,8.1,5.6,6.70,6.2,97.1,W,7.2,0,991,3.7,0
22.12.2019,10.9,4.9,7.60,5.6,87.3,ENE,9.9,0,994,5.2,0
21.12.2019,9.5,3.9,6.60,3.6,80.6,SE,13.4,0,1001.6,0,0
20.12.2019,6.7,-2.7,3.80,3,93.3,ESE,12.5,0,1020.9,0,0
19.12.2019,12.9,-2.4,6.80,3.6,81.7,WSW,10.2,43.2,1020.3,0,0
18.12.2019,8.1,0,5.00,3.6,89.7,SE,7.4,0,1012,0,0
17.12.2019,6.5,0,4.10,2.3,88.6,SE,7.5,0,1013.9,0,0
16.12.2019,9,2.3,5.90,1.8,75.2,SSW,9.8,36,1008,0,0
15.12.2019,5.6,2,4.00,2.1,87.4,S,12.5,43.2,997.4,0.9,0
14.12.2019,3.9,1.7,2.70,1,88.4,ESE,19.2,50.4,993.4,0.2,0
13.12.2019,2.4,-1.4,0.80,-1.7,83.1,SE,13.2,0,1005.1,0,0
12.12.2019,1.7,-6.6,-1.20,-3,86.4,SE,12.3,0,1015.7,0,0
11.12.2019,4.7,-6.3,0.60,-2,84.6,W,14,43.2,1020.7,0.3,0
10.12.2019,9,0.9,5.70,3.2,84.9,SSW,7.8,28.8,1005.8,0,0
09.12.2019,8.8,6.3,7.20,3.7,78.4,SSW,10.5,32.4,1004.1,0.5,0
08.12.2019,7.9,1.2,5.60,3.3,84,WSW,13.7,39.6,1007.3,1.1,0
07.12.2019,4,-3,0.30,-3.9,73,S,9.2,0,1011.5,0,0
06.12.2019,4.7,-3.7,-0.20,-4.9,71.9,S,6.5,68.4,1020.3,0,0
05.12.2019,4.8,-1.7,1.90,-0.5,84.1,SW,8,0,1024.2,0,0
04.12.2019,2.3,-1.6,0.00,-2.2,85.2,WSW,10.8,0,1024.8,0,0
03.12.2019,3.1,-0.6,1.60,-0.9,83.4,W,13.8,36,1016.5,0.4,0
02.12.2019,1.4,-0.1,0.60,-1.5,85.6,SSW,4.7,0,1021.5,0,0
01.12.2019,3.4,-1.9,0.70,-2,82.4,W,14,0,1020.1,0,0
30.11.2019,9.9,0.8,5.60,0.8,73.1,W,20.6,54,1003,0.4,0
29.11.2019,11.1,5,7.50,4.9,83.1,SSE,9.2,28.8,997.6,0,0
28.11.2019,6.3,1.4,4.40,3.6,93.5,SE,12.8,0,1003.1,0,0
27.11.2019,1.4,0.6,0.90,0.4,96.4,SE,12.9,0,1012.1,0,0
26.11.2019,2.7,0.5,1.40,-0.1,89.9,ESE,17.3,0,1016.6,0,0
25.11.2019,1.1,0.2,0.50,-1.3,88.1,ESE,21.8,0,1018.4,0,0
24.11.2019,1.3,-2.1,0.30,-2.3,82.2,ESE,24.2,0,1019.9,0,0
23.11.2019,3.1,-2.1,1.10,-2.5,77.8,ESE,26.9,50.4,1021.9,0,0
22.11.2019,8,2.7,4.40,1.2,81,ESE,31.5,57.6,1020.9,0,0
21.11.2019,10.4,5.8,8.90,7.1,88.4,E,28.8,57.6,1020.2,0,0
20.11.2019,13.5,4.3,7.40,5,86.5,ESE,15,0,1022.9,0,0
19.11.2019,12.6,2.4,8.10,6,87.6,SE,11.9,39.6,1018.2,0.1,0
18.11.2019,15.3,6.2,9.20,7.3,89.3,ESE,19.1,0,1015.3,0,0
17.11.2019,15.2,7,10.60,8,84.8,ESE,10.8,36,1017.1,0,0
16.11.2019,14.6,7,9.40,7.9,89.9,ESE,16.4,0,1014,0,0
15.11.2019,8.8,3.7,5.70,4.2,89.6,ENE,12.5,0,1016.3,1,0
14.11.2019,12.7,3.9,8.20,6.3,88.9,SW,11,0,1006.9,0.7,0
13.11.2019,11.2,4.3,9.40,7.7,88.9,ESE,12.8,0,1006.7,3.5,0
12.11.2019,9.6,1.9,4.50,2.6,87.1,SE,12.2,0,1014.7,0,0
11.11.2019,8.4,3.7,5.60,3.8,89.4,WNW,9.2,0,1015,4,0
10.11.2019,11.7,2.3,8.10,6.2,88.8,SW,6.6,79.3,1011.1,0.1,0
09.11.2019,11.3,4.2,8.60,7,89.2,ESE,13.5,0,1009.8,0,0
08.11.2019,9.9,2.1,5.70,4.4,92.4,ESE,10.5,0,1011.6,0,0
07.11.2019,10.8,1.3,7.40,3.9,79.8,S,6.5,28.8,1005.3,0,0
06.11.2019,13.8,4.6,8.90,6,83.2,SW,5.1,25.2,998.3,0,0
05.11.2019,16.5,9.1,11.40,8.3,82.3,SW,8,32.4,994.8,2,0
04.11.2019,16.5,7.6,13.60,10.1,79.2,SE,12,0,992.8,0.5,0
03.11.2019,13.1,2.3,9.50,4.9,73.4,SSE,11.4,32.4,999.3,0,0
02.11.2019,10.4,-4.3,4.00,-1.4,68.7,SE,12.8,32.4,1010.7,0,0
01.11.2019,7.2,-4.6,1.50,-2.9,74.7,SSW,5.1,0,1025.9,0,0
31.10.2019,8.1,-1,3.70,-0.7,74.9,W,8.4,0,1029,0,0
30.10.2019,8.1,-1.2,3.30,0.7,84.5,WNW,10.2,0,1026.5,0,0
29.10.2019,10.8,6.4,7.40,4.4,82.2,W,13.2,36,1019.2,0.1,0
28.10.2019,19.8,6.7,10.30,6.9,82.4,W,17.4,46.8,1016.7,0.7,0
27.10.2019,19.2,7.9,13.60,9.3,77.2,SSW,7.5,43.2,1015.2,0,0
26.10.2019,19,5.8,10.50,9.3,92.6,SSW,5.7,0,1021.9,0,0
25.10.2019,16,5.6,11.30,10.4,94.7,SE,9,0,1015.5,0,0
24.10.2019,13.6,9.9,11.40,11.1,97.8,ESE,12.6,0,1019,0,0
23.10.2019,20.5,9.3,13.40,11.6,91.5,W,6.6,0,1023.1,0,0
22.10.2019,23.5,8.8,15.00,11.1,80.5,SE,5.7,0,1021.7,0,0
21.10.2019,22.6,9.5,15.30,11.1,78.8,SE,7.5,0,1017,0,0
20.10.2019,21.8,8.3,13.50,10.6,84,SE,6.2,0,1014.9,0,0
19.10.2019,19.9,7.7,13.70,9.9,79.5,SSE,5.4,0,1013.9,0,0
18.10.2019,19.5,7.5,12.70,8.5,76.3,SSE,6.8,0,1016.6,0,0
17.10.2019,20.4,8.4,12.70,9.1,80.3,SSW,7.5,28.8,1015.3,0.7,0
16.10.2019,23,10.3,16.20,10.9,73.3,SE,11,32.4,1010.3,0,0
15.10.2019,24.3,11.5,16.40,12.3,80.1,SE,9,0,1016.1,0,0
14.10.2019,23.7,11.8,17.10,11.7,72.8,S,6.3,0,1016.9,0,0
13.10.2019,23.2,12,16.60,10.3,67.4,SSW,7.7,36,1014.9,0,0
12.10.2019,20.3,8.5,14.30,8.1,66.6,SSW,11.1,39.6,1013.8,0,0
11.10.2019,15.8,7.4,10.20,7.1,81.1,WSW,11,39.6,1015,0.3,0
10.10.2019,16.3,10,12.00,9.2,85.2,SW,10.1,39.6,1008.1,6.5,0
09.10.2019,16.3,3.4,10.20,8.1,86.7,SSW,11,36,1008.8,4,0
08.10.2019,9.9,0.2,5.60,1.2,74.6,SSW,8.9,32.4,1017.6,0,0
07.10.2019,8.2,2,5.50,0.6,71.9,W,11.1,0,1019.2,0,0
06.10.2019,12.4,1.4,6.70,1.7,72.6,NNE,17.3,0,1017.3,0,0
05.10.2019,12.1,7.3,9.20,5.4,78.2,E,10.4,0,1011.6,0,0
04.10.2019,12.3,6.4,8.90,6.1,84.1,WSW,8.3,0,1012.7,0,0
03.10.2019,16.8,7.5,10.50,8.7,90.4,W,13.7,0,1007.3,3.8,0
02.10.2019,18.2,10.9,16.00,10.8,71.7,S,8.3,36,1001.3,0.4,0
01.10.2019,17.5,10,12.50,9.7,84,WSW,21.3,68.4,1003.3,5.8,0
30.09.2019,18.6,13.2,15.20,12.3,83.8,SSW,9.3,50.4,998.8,7.3,0
29.09.2019,18.5,12.3,14.90,11.2,79.2,WSW,9.5,36,1011.2,0,0
28.09.2019,18.1,12.9,15.50,13.1,86,SSW,12,0,1012.2,6,0
27.09.2019,16,12.8,14.00,13.2,94.7,ESE,5.3,0,1014.3,2.8,0
26.09.2019,16,7.7,13.60,12.5,93.4,S,4.8,0,1008.7,2.5,0
25.09.2019,15.7,5.8,10.50,7.5,82.5,ESE,8.9,0,1013.1,0,0
24.09.2019,15.8,4.8,9.20,6.5,84.8,E,13.4,0,1018.8,0,0
23.09.2019,21.2,8.1,13.30,9.7,82.4,ENE,8.4,0,1016.9,0,0
22.09.2019,20.1,4.3,11.60,8.3,82,WSW,6,0,1020.5,0,0
21.09.2019,14.7,5.2,11.50,7.1,75.1,WSW,11.7,0,1023.8,0,0
20.09.2019,13.7,4.3,7.80,5.3,85.7,W,12,57.6,1024.5,1.9,0
19.09.2019,14.4,6.3,9.20,6.3,83.6,W,14.4,57.6,1019.3,0.7,0
18.09.2019,15.4,6.7,10.10,5.7,76.5,W,27.2,64.8,1008.6,5.2,0
17.09.2019,17.6,8.5,12.70,5.8,64.6,W,17,46.8,1012.7,0,0
16.09.2019,20.5,9.9,17.30,7.7,53.9,W,18.5,46.8,1014.7,0,0
15.09.2019,20.3,5.5,12.90,6.1,66.2,WSW,8.6,32.4,1026.9,0,0
14.09.2019,22.7,9.3,15.40,10.3,74.1,W,17.9,36,1028.5,0.9,0
13.09.2019,23.7,11.9,17.90,12.1,72.7,WSW,9.9,32.4,1026.9,0,0
12.09.2019,23.3,10.1,17.30,11.3,71.1,SSW,6.3,0,1025,0,0
11.09.2019,22,9.4,14.90,10.4,75.7,SSE,6.8,28.8,1022.8,0,0
10.09.2019,25.8,12.4,17.20,13.3,80.7,SSE,9.6,32.4,1013.2,1.2,0
09.09.2019,25.1,13,16.30,13.9,86,E,11.6,0,1017,0,0
08.09.2019,22.6,13.4,17.60,13.7,81.3,W,10.1,0,1016.7,19,0
07.09.2019,22.3,10.1,15.50,7.2,59.7,ESE,6.8,0,1021.8,0,0
06.09.2019,25.2,12.5,18.80,9.7,57.8,W,12.8,0,1018.4,0,0
05.09.2019,24.1,11.4,17.90,10,62.9,SSE,9.5,0,1015.9,0,0
04.09.2019,22.2,12.1,17.30,9.3,60.8,WSW,6.9,0,1020.8,0,0
03.09.2019,24.2,13.4,16.70,13.2,82.6,WNW,16.1,0,1020.5,8,0
02.09.2019,30.4,19.1,23.70,16.3,65.9,WSW,14.1,0,1012,0,0
01.09.2019,29.2,17,23.10,14,57.6,ESE,11.1,0,1018.9,0,0
31.08.2019,29.8,17.5,23.90,16.3,63.3,ENE,9.3,0,1022.3,0,0
30.08.2019,32.6,20,26.10,17,59.5,WSW,8.1,0,1017.8,5.6,0
29.08.2019,31.6,19.7,25.50,15.9,57.4,SE,11.1,0,1018,0.5,0
28.08.2019,31.5,18.2,25.00,14,51.9,ESE,15,0,1021.7,0,0
27.08.2019,30.8,17.8,24.10,13.4,52.7,E,14.6,0,1022.7,0,0
26.08.2019,28.1,16.4,22.30,11.9,53.1,E,14.9,0,1024.5,0,0
25.08.2019,27,15.1,20.90,10.8,54.1,E,9.3,36,1025.9,0,0
24.08.2019,25.5,12.8,19.90,10.9,58.2,ESE,7.8,36,1027.8,0,0
23.08.2019,23.6,13.2,18.60,10.8,62.1,E,6.9,28.8,1029.3,0,0
22.08.2019,21,12.4,16.90,12.9,78.5,NW,9.9,43.2,1027.3,0.2,0
21.08.2019,26.9,15.6,21.30,13,63.4,NNE,11.7,32.4,1021.1,16.8,0
20.08.2019,29.4,16.6,22.60,16.8,73.3,WNW,8.4,36,1017.8,1.2,0
19.08.2019,28.6,19.5,23.80,13.9,55.5,SSE,8.1,32.4,1010.9,0,0
18.08.2019,25.9,14.8,20.60,12.8,62.8,S,3.6,0,1013.8,0,0
17.08.2019,25.3,13,19.60,10.9,60.3,SSE,4.8,25.2,1015.6,0,0
16.08.2019,24,11.6,17.90,6.9,52,SSE,5.4,25.2,1015.7,0,0
15.08.2019,20.9,9.5,15.30,9.8,71.5,WNW,8.1,21.6,1016.3,0.9,0
14.08.2019,25.4,15,19.90,12.3,63.7,W,9.9,36,1014.5,0,0
13.08.2019,30.7,17,23.60,16.5,67.7,WSW,12.6,0,1012.6,2.8,0
12.08.2019,28.7,16,22.50,12.2,54.4,SW,9.5,32.4,1015.9,0,0
11.08.2019,25.7,17.5,21.90,15.2,65.9,S,13.2,0,1013.7,0,0
10.08.2019,26.4,14.7,20.70,11.2,56.6,W,14.7,46.8,1013.4,0,0
09.08.2019,25.6,14.3,20.10,13.1,66.3,W,14.7,50.4,1010.6,0.6,0
08.08.2019,26.7,18,22.30,16.7,72.7,SW,8.6,36,1006.5,4.6,0
07.08.2019,29.2,18,23.50,13.8,56.5,SSW,8,0,1009,0,0
06.08.2019,24.9,15.5,19.80,11.9,61.6,W,5.1,0,1011.8,0,0
05.08.2019,24.9,14.4,19.20,10.3,59.7,WNW,13.7,46.8,1012.8,0,0
04.08.2019,23.5,13.4,18.40,9.5,58.3,NNW,12,36,1011.7,0.6,0
03.08.2019,20.4,10.8,16.40,11.8,75.6,NW,8.6,0,1012.7,0,0
02.08.2019,24.1,13.8,19.20,11.3,62.5,WNW,9.2,0,1014.1,0,0
01.08.2019,25,14.7,20.40,10.8,54.5,NNE,10.4,0,1014.4,0,0
31.07.2019,31.4,16.5,22.40,17.8,76.4,NW,11.6,43.2,1008.5,1,0
30.07.2019,32.6,17.9,23.40,18.9,78.9,ENE,7.4,39.6,1006.1,0.5,0
29.07.2019,31.2,20.8,25.20,18.2,66,ENE,13.7,0,1004.8,5.3,0
28.07.2019,27.9,17.9,22.30,15.3,66.4,E,16.5,72,1007.4,7.6,0
27.07.2019,27,16.1,21.10,13.2,63.2,NE,14.4,36,1011.9,0,0
26.07.2019,29.3,16.4,23.60,13.8,56.6,NNW,12.6,0,1016.2,0,0
25.07.2019,24.5,15.5,20.30,15.4,74.4,WNW,6.6,0,1018.9,0.2,0
24.07.2019,21.8,17.7,19.90,13.1,65.8,NW,9.2,0,1018.9,0,0
23.07.2019,25.9,17.2,21.50,10.9,51.9,W,15,46.8,1019.9,0,0
22.07.2019,29.6,14.9,21.50,15.8,72.1,W,12,36,1017.9,0.9,0
21.07.2019,27.9,17,22.40,15.1,65,SE,8.9,0,1015.9,0,0
20.07.2019,27.9,17.8,22.70,11.1,51.6,SSW,5.7,32.4,1014.4,0.1,0
19.07.2019,24,10.4,17.80,9.5,60.5,WNW,6.5,0,1013.9,0,0
18.07.2019,20.5,10.3,15.70,10.3,71.3,WNW,14.6,0,1011.5,0.5,0
17.07.2019,18.2,13.2,15.30,11.2,78.9,W,14.4,39.6,1010.2,8.3,0
16.07.2019,23.6,11,18.30,6.9,50.4,WNW,8.7,32.4,1012.4,0,0
15.07.2019,23.4,11.9,18.10,6.9,49.9,NNW,13.5,39.6,1012.4,0,0
14.07.2019,24.4,12.5,17.00,12.3,75.6,NW,9,32.4,1010.6,0.2,0
13.07.2019,25.3,13.7,19.80,9.1,53,NNW,6.8,36,1009.3,0,0
12.07.2019,21,9.4,16.10,9.2,64.5,WNW,9.5,0,1011.2,0,0
11.07.2019,19.2,11.8,14.80,10.2,75.8,WNW,17.3,0,1010.9,1.3,0
10.07.2019,19.5,12.5,14.40,11.8,85.5,W,20.9,68.4,1010.9,9,0
09.07.2019,19.5,11.8,14.90,6.9,60.2,W,19.5,50.4,1011.3,0,0
08.07.2019,20.8,12.4,16.20,8.7,64.3,W,21,50.4,1007.3,0,0
07.07.2019,20.9,15.2,17.60,12.8,74.8,WSW,9,0,1007.1,1.1,0
06.07.2019,19.3,12.5,16.20,10.4,70,W,18,50.4,1011,0.4,0
05.07.2019,21.5,13.1,17.20,4.5,43.6,W,13.7,46.8,1016.9,0,0
04.07.2019,20.5,10.8,16.00,5.4,51.5,W,16.4,39.6,1019.5,0,0
03.07.2019,25.1,11.7,18.90,7.8,50.5,W,19.4,50.4,1015.8,0,0
02.07.2019,31.6,15.2,23.30,12.2,54.7,WNW,14.3,46.8,1012,0.5,0
01.07.2019,35.2,22.4,28.00,11.6,38.1,WSW,9.6,32.4,1012,0,0
30.06.2019,27.4,14.8,22.10,8.6,43.1,W,14.3,46.8,1017.4,0,0
29.06.2019,24.7,12.1,18.40,6.4,47.1,NW,17.4,50.4,1020,0,0
28.06.2019,25.1,13.9,19.10,12.4,67.8,WNW,23.9,50.4,1018,0,0
27.06.2019,35.3,20.2,28.80,16.8,50.6,W,14.1,50.4,1016.6,0.1,0
26.06.2019,31.2,20.4,25.90,15,53.8,SE,11.9,32.4,1024.7,0,0
25.06.2019,28.7,16.6,23.50,10.1,44,ENE,11.4,32.4,1025.6,0,0
24.06.2019,25.8,16.2,21.30,8.4,45.4,NNE,12.5,43.2,1022.5,0,0
23.06.2019,25.3,15.2,20.60,9.5,49.7,NNE,16.8,36,1021.8,0,0
22.06.2019,28.5,17,21.90,16.6,73.3,NNW,11.4,0,1016.4,2.3,0
21.06.2019,29.6,18.6,23.60,17.8,72,SSE,7.1,21.6,1011.2,3,0
20.06.2019,29,18.4,22.60,17.7,75,SE,11.6,36,1012.2,1.5,0
19.06.2019,26.8,18.6,22.40,12.3,54.3,E,10.2,0,1018.3,0,0
18.06.2019,24.2,15.6,20.00,12.1,60.8,NNW,16.1,32.4,1021,0,0
17.06.2019,27.3,14.8,20.50,13.6,66.8,WNW,18.2,32.4,1018.9,0,0
16.06.2019,32.1,20.9,26.30,18.5,64.3,WSW,14.9,0,1012.4,0,0
15.06.2019,31,19.7,25.00,17.8,66.1,NE,13,32.4,1017.9,0,0
14.06.2019,33.1,18.1,24.50,17.1,67.5,NNE,13.2,36,1016,5,0
13.06.2019,32.7,21.2,27.50,16.7,54.5,SE,12.2,39.6,1012.8,0,0
12.06.2019,32.7,20.1,27.00,16.5,54.9,SE,12.5,39.6,1013.7,0,0
11.06.2019,31.7,19.4,25.80,17.3,61.2,SE,15.8,39.6,1015.2,0,0
10.06.2019,28.5,14.7,21.30,10,50.1,E,13.2,43.2,1022.7,0,0
09.06.2019,27.6,14.6,20.10,12.8,64.7,WNW,10.5,39.6,1023.7,1,0
08.06.2019,28.2,15.9,23.00,16.5,69.9,S,6,0,1015.7,4,0
07.06.2019,27.9,16.4,22.60,14.8,64,ESE,12.9,43.2,1013.5,0,0
